Track,Album_Name,Artist,Release_Date,All_Time_Spotify_Rank,Track_Score,Spotify_Streams,Spotify_Popularity,YouTube_Views,YouTube_Likes,Explicit_Track_Ratings,Shazam_Counts
i'm so tired...,i'm so tired...,Lauv,1/24/2019,"4,260",20.4,"885,986,482",66.0,"221,704,345","2,249,771",0,"2,767,586"
Bus 11 - John Falke Remix,Uyku EP (Remixes),Colouour,1/27/2023,"4,314",20.3,"9,897",1.0,"256,358,241","559,022",0,199
Love Galore,Love Galore,SZA,4/27/2017,"4,313",20.3,"817,054,014",71.0,"211,546,057","1,832,143",1,"3,518,675"
Takeaway,World Wide Joy...Takeaway,The Chainsmokers,7/24/2019,"4,305",20.3,"630,875,899",64.0,"245,967,184","2,535,205",0,"2,215,820"
Needed Me,ANTI (Deluxe),Rihanna,1/28/2016,"4,308",20.3,"1,483,572,312",77.0,"308,293,523","2,383,831",1,"4,076,646"
NUMB,?,XXXTENTACION,3/16/2018,"4,304",20.3,"510,136,819",67.0,"201,406,793","2,593,226",0,"1,643,067"
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncï¿,1/1/2008,"4,309",20.3,"1,556,326,643",68.0,"311,700,550","2,730,131",0,"8,440,483"
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,6/23/2023,"4,295",20.3,"110,759,507",27.0,"4,697,020","13,304",0,"515,430"
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý","""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý - Single",Myriam Fares,3/10/2022,"4,310",20.3,"7,383,901",48.0,"351,810,237","1,815,957",0,"299,561"
Aquel Nap ZzZz,VICE VERSA,Rauw Alejandro,6/25/2021,"4,286",20.3,"231,298,627",65.0,"109,250,541","862,054",1,"1,241,539"
Besos En Guerra,Besos En Guerra,Morat,11/3/2017,"4,298",20.3,"584,357,975",71.0,"766,215,457","3,618,074",0,"1,326,169"
Tucson Too Late,Bluebird Days,Jordan Davis,2/17/2023,"4,288",20.3,"60,355,607",68.0,"4,562,833","30,406",0,"206,940"
SWIPE,SWIPE - Single,ALYPH,10/21/2022,"4,312",20.3,"12,383,314",42.0,"16,319,964","162,244",0,"63,034"
The Scientist,The Scientist,Coldplay,8/5/2002,"4,294",20.3,"1,903,413,912",79.0,"1,864,046,384","10,131,009",0,"150,106"
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",Cullinan,PEDRO SAMPAIO,5/13/2022,"4,301",20.3,"100,491,006",59.0,"243,709","3,244",0,"1,111,153"
Butter Pecan,Butter Pecan,YNW Melly,8/24/2018,"4,284",20.3,"101,094,621",49.0,"133,295,365","1,087,349",1,"338,559"
Picky,Picky,Banda Coraleï¿½,12/9/2016,"4,290",20.3,"575,093",4.0,"1,400,964,738","4,498,959",0,255
DEUTSCHLAND,DEUTSCHLAND,Rammstein,3/28/2019,"4,296",20.3,"460,008,347",71.0,"370,078,966","3,950,188",0,"1,215,795"
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2/17/2023,"4,307",20.3,"58,284,482",54.0,"79,995,263","436,574",0,"507,081"
Hot In It,Hot In It - Single,Tiï¿½ï¿,6/30/2022,"4,306",20.3,"220,250,463",65.0,"28,716,329","313,494",0,"957,417"
Fazendinha,Bita e os Animais,Mundo Bita,10/7/2014,"4,303",20.3,"65,098,757",58.0,"1,491,394,872","4,114,023",0,"22,219"
SHOOTING STAR,SHOOTING STAR,XG,1/25/2023,"4,311",20.3,"125,943,110",66.0,"133,114,572","2,137,723",0,"340,269"
Ruper Jadu,Ruper Jadu,Alvee,5/3/2022,"4,299",20.3,"551,388",19.0,"233,792","1,334",0,"22,303"
Uff Mi Amor,Uff Mi Amor,Lauty Gram,12/27/2022,"4,297",20.3,"18,611,163",45.0,"59,202,833","551,627",0,"199,485"
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,7/22/2021,"4,285",20.3,"247,133,830",67.0,"159,846,081","855,877",0,"611,867"
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,4/25/2022,"4,287",20.3,"185,316,307",59.0,"168,590,700","5,156,460",1,"203,241"
vice city,vice city,XXXTENTACION,1/28/2022,"4,343",20.2,"111,369,377",64.0,"100,696,513","1,725,109",1,"166,343"
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,9/2/2022,"4,329",20.2,"129,531,779",69.0,"13,125,721","89,641",0,"446,529"
Alors on danse,Clubland Vol. 5,Stromae,1/1/2009,"4,315",20.2,"676,325,288",72.0,"852,637,099","6,839,325",0,"212,724"
LosT,LosT - Single,Bring Me The Horizon,5/4/2023,"4,325",20.2,"96,922,687",63.0,"22,161,743","344,869",1,"213,968"
Check It Out,Check It Out,Parmish Verma,6/27/2023,"4,341",20.2,"99,237,146",67.0,"113,013,875","1,174,863",0,"125,330"
SOLO,SOLO,JENNIE,11/12/2018,"4,339",20.2,"622,229,689",67.0,"449,312,389","7,193,977",0,"1,499,180"
Good For You,Good For You,Selena Gomez,6/22/2015,"4,342",20.2,"701,552,110",60.0,"581,362,473","4,012,591",0,"5,461,184"
Sigues Con El,Sigues Con El,Dï¿½ï¿½melo ,12/13/2019,"4,331",20.2,"582,595,821",60.0,"212,809,052","1,189,005",0,"1,294,402"
Looking For The Hoes (Ainï¿½ï¿½ï¿½t My ,Hood Hottest Princess,Sexyy Red,6/9/2023,"4,317",20.2,"68,965,021",70.0,"25,701,096","259,974",1,"437,612"
Jefe,Jefe,Ninho,12/3/2021,"4,318",20.2,"154,120,297",61.0,"152,723,183","900,381",1,"802,018"
Vamp Anthem,Whole Lotta Red,Playboi Carti,12/25/2020,"4,332",20.2,"291,244,404",69.0,"41,936,586","623,466",1,"361,371"
do re mi,do re mi,blackbear,3/18/2017,"4,335",20.2,"619,655,619",63.0,"324,660,885","3,726,146",1,"2,220,972"
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,6/12/2008,"4,334",20.2,"968,810,827",77.0,"336,220,628","2,996,719",1,"3,522,400"
Plug Walk,Plug Walk,Rich The Kid,2/8/2018,"4,324",20.2,"653,490,628",62.0,"97,882,796","935,978",1,"1,896,071"
RON COLA,SATURNO,Rauw Alejandro,11/11/2022,"4,319",20.2,"143,542,362",60.0,"13,240,486","121,147",1,"457,002"
Hide Away,Hide Away,Daya,4/22/2015,"4,327",20.2,"493,444,344",76.0,"110,108,631","979,538",0,"4,367,770"
Unsteady,The Reason EP,X Ambassadors,1/28/2014,"4,344",20.2,"663,939,688",67.0,"462,058,635","4,042,516",0,"5,432,642"
ýýýýýýýý,ýýýýýýýý,Jah Khalib,12/2/2022,"4,322",20.2,"14,566,339",48.0,"173,493,536","555,196",0,"989,901"
Fall in Love with You.,Fall in Love with You. - Single,Montell Fish,11/5/2021,"4,320",20.2,"342,872,540",74.0,"27,027,629","793,123",0,"611,661"
Chamber Of Reflection,Salad Days,Mac DeMarco,3/28/2014,"4,321",20.2,"728,140,057",74.0,"251,014,567","3,365,976",0,"2,451,463"
CAN'T SAY,ASTROWORLD,Travis Scott,8/3/2018,"4,323",20.2,"601,202,311",72.0,"183,455,907","1,802,273",1,"1,084,361"
Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,1/1/2009,"4,330",20.2,"789,300,127",64.0,"371,080,713","2,632,037",1,"2,754,603"
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,7/31/2016,"4,337",20.2,"255,776,823",58.0,"135,880,617","1,184,950",1,"487,907"
Mercy,I Love R&B,Kanye West,1/1/2012,"4,326",20.2,"396,015,053",64.0,"58,003,262","606,430",1,"5,748,041"
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,2/2/2024,"4,369",20.1,"44,619,695",73.0,"46,189,870","250,190",0,"99,889"
Hero,Hero,Alan Walker,5/4/2023,"4,367",20.1,"76,323,780",59.0,"82,546,258","937,660",0,"368,216"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,5/25/2018,"4,368",20.1,"370,693,139",56.0,"354,158,650","2,481,689",1,"3,017,513"
Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½,Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½i (feat. ,Karik,10/4/2023,"4,376",20.1,"19,247,151",57.0,"99,031,817","396,913",0,"33,574"
Drifting,Drifting,Tiï¿½ï¿,6/22/2023,"4,345",20.1,"101,903,591",72.0,"16,541,095","130,658",0,"480,582"
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,9/25/2001,"4,361",20.1,"399,145,178",68.0,"1,632,844,702","11,706,967",0,"3,385,807"
Losin Control,Losin Control,Russ,7/28/2016,"4,354",20.1,"703,411,626",66.0,"203,961,378","1,718,942",1,"2,062,658"
Daechwita,D-2,Agust D,5/22/2020,"4,375",20.1,"313,507,248",67.0,"502,937,217","15,675,718",1,"587,656"
Como Si No Importara,Como Si No Importara,Emilia,7/13/2021,"4,356",20.1,"232,985,667",62.0,"244,041,337","1,787,933",0,"260,024"
Supernova,Supernova,SAIKO,4/19/2023,"4,348",20.1,"125,451,295",61.0,"26,092,583","192,904",0,"287,570"
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,4/3/2020,"4,366",20.1,"164,542,767",47.0,"164,259,549","1,321,390",1,"854,584"
Fast Car,Fast Car,Jonas Blue,12/4/2015,"4,352",20.1,"1,145,882,592",69.0,"154,731,955","772,693",0,"10,070,305"
Quickie,Quickie,Moneybagg Yo,12/8/2022,"4,347",20.1,"56,051,407",57.0,"47,664,500","494,147",1,"496,329"
Coraï¿½ï¿½ï¿½ï¿½o,"Patroas, EP1",Marï¿½ï¿½lia Mendo,7/10/2020,"4,370",20.1,"71,915,713",54.0,"611,609,157","2,544,961",0,"127,483"
Desde Mis Ojos - Remix,Desde Mis Ojos (Remix),Chris Lebron,5/5/2022,"4,351",20.1,"128,669,257",62.0,"142,184,505","819,929",0,"658,283"
Prayer in C - Robin Schulz Radio Edit,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Lilly Wood and The Prick,1/1/2014,"4,372",20.1,"1,074,583,619",69.0,"631,896","5,935",0,"30,826,278"
Rover,Rover - The 3rd Mini Album - EP,KAI,3/13/2023,"4,349",20.1,"144,026,886",64.0,"112,805,596","2,145,090",0,"315,158"
Gentleman,Clubland 23,PSY,1/1/2013,"4,357",20.1,"119,666,188",54.0,"1,772,780,483","9,586,155",0,"2,559,290"
SUGAR,Big Swag,BROCKHAMPTON,6/22/2019,"4,346",20.1,"507,842,421",63.0,"75,958,373","1,188,192",1,"1,260,838"
Everybody Talks,Everybody Talks,Neon Trees,12/19/2011,"4,359",20.1,"836,267,192",74.0,"128,528,493","1,373,771",1,"5,673,327"
Pump It Up,Pump It Up,Endor,9/13/2019,"4,386",20.0,"352,268,839",66.0,"37,251,936","317,013",0,"2,307,798"
Standing Room Only,Standing Room Only,Tim McGraw,3/10/2023,"4,388",20.0,"31,705,548",50.0,"11,529,302","87,129",0,"286,295"
Shotta Flow,Shotta Flow,NLE Choppa,1/17/2019,"4,379",20.0,"257,646,451",17.0,"394,204,600","5,104,881",1,"1,407,757"
Baddest,Baddest,Yung Bleu,6/11/2021,"4,391",20.0,"58,539,080",49.0,"93,406,018","908,614",1,"1,492,094"
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12/10/2021,"4,381",20.0,"233,582,276",64.0,"35,114,944","551,931",1,"530,477"
bad,0.1 flaws and all.,wave to earth,4/20/2023,"4,377",20.0,"140,228,805",70.0,"48,488,768","452,737",0,"190,480"
ISABELLE,ISABELLE,Sefo,6/8/2022,"4,398",20.0,"90,838,757",53.0,"203,958,899","721,936",0,"332,021"
Cure For Me,Cure For Me,AURORA,7/7/2021,"4,392",20.0,"164,125,901",57.0,"145,427,971","2,917,166",0,"1,605,654"
Tï¿½ï¿½ï¿½n,Tï¿½ï¿½ï¿½ng Quen - ,Wren Evans,10/25/2023,"4,383",20.0,"35,549,029",56.0,"57,756,889","205,111",0,"28,280"
Pistoleta,Pistoleta,Olexesh,4/11/2024,"4,397",20.0,"24,652,626",59.0,"6,100,333","56,016",1,"106,947"
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,4/14/2017,"4,380",20.0,"669,703,929",73.0,"234,757,944","2,316,992",1,"2,302,809"
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,6/21/2023,"4,387",20.0,"68,598,656",59.0,"11,390,626","162,262",1,"504,646"
AA,AA,Walker Hayes,11/19/2021,"4,389",20.0,"80,899,019",53.0,"68,620,784","468,664",0,"761,595"
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,4/30/2017,"4,378",20.0,"82,758,005",2.0,"1,074,239,950","6,411,485",0,"539,903"
Passinho Debochado,Passinho Debochado,Dan Ventura,7/30/2021,"4,384",20.0,"68,273,832",45.0,"96,088,323","1,033,691",0,"146,957"
Go Hard,Go Hard - Single,Lil Baby,4/28/2023,"4,394",20.0,"70,601,620",60.0,"7,241,759","93,111",1,"356,684"
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,3/14/2014,"4,395",20.0,"125,560,682",55.0,"1,315,361,520","7,019,819",0,"1,319,100"
i'm yours sped up,i'm yours,Isabel LaRosa,10/28/2022,"4,410",19.9,"223,341,848",67.0,"12,260,201","167,404",0,"1,622,902"
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,8/20/2021,"4,406",19.9,"392,730,501",65.0,"56,656,911","851,302",0,"1,619,318"
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2/23/2023,"4,418",19.9,"96,288,883",63.0,"8,545,326","113,402",1,"190,951"
Carrying Your Love,Carrying Your Love,David Morris,6/1/2022,"4,399",19.9,"33,278,200",50.0,"4,962,879","74,982",0,"255,786"
Dueles,Un besito mï¿½,Jesse & Joy,12/4/2015,"4,415",19.9,"563,467,499",72.0,"1,000,321,872","4,630,509",0,"1,934,884"
She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,12/7/2017,"4,409",19.9,"500,565,437",70.0,"644,380,652","4,455,611",0,"995,726"
085 - Ao Vivo,Pode Crï¿½ï¿½ (Ao V,MC Rogerinho,1/12/2023,"4,401",19.9,"126,063,862",58.0,"129,157,973","401,990",1,"97,522"
MODELITO,PARAISO,Mora,11/3/2022,"4,402",19.9,"216,298,810",72.0,"38,256,899","252,379",1,"360,437"
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,7/21/2023,"4,405",19.9,"73,821,370",71.0,"12,303,071","190,206",0,"241,298"
Easy,The Plan,DaniLeigh,11/30/2018,"4,403",19.9,"41,808,541",46.0,"491,827,513","3,638,561",0,"1,458,244"
UNTOUCHABLE,BORN TO BE,ITZY,1/8/2024,"4,422",19.9,"41,904,754",11.0,"48,108,686","927,978",0,"87,983"
YOSEMITE,ASTROWORLD,Travis Scott,8/3/2018,"4,408",19.9,"646,744,185",68.0,"161,578,216","1,576,117",1,"1,564,987"
Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,10/8/2020,"4,423",19.9,"417,168,757",68.0,"135,732,676","1,275,450",0,"1,294,599"
T-Shirt,T-Shirt,Migos,1/13/2017,"4,420",19.9,"476,546,062",59.0,"411,585,032","2,754,105",1,"2,262,525"
Pretty Savage,THE ALBUM,BLACKPINK,10/2/2020,"4,421",19.9,"435,823,355",64.0,"284,536,285","3,411,827",0,"733,704"
"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,8/15/2021,"4,424",19.9,"149,351,877",61.0,"365,670,176","5,075,644",0,"137,705"
Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,1/1/2011,"4,411",19.9,"991,382,346",79.0,"7,412,771","63,854",0,"7,721,049"
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,5/17/2013,"4,413",19.9,"587,054,803",70.0,"830,977,726","4,575,683",0,"7,241,562"
Young,Vibes,Vacations,12/9/2016,"4,431",19.8,"597,591,280",74.0,"105,282,082","1,803,716",0,"1,723,404"
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Ado,10/23/2020,"4,427",19.8,"189,058,129",62.0,"390,278,119","3,350,958",0,"268,333"
Puntos Suspensivos,Ubuntu,Piso 21,5/11/2018,"4,430",19.8,"405,331,822",65.0,"773,003,656","2,296,316",0,"718,484"
Taboo,Meet the Orphans (Deluxe Edition),Don Omar,1/1/2010,"4,451",19.8,"210,904,340",66.0,"1,096,124,254","3,571,813",0,"1,655,972"
MALA SANTA,MALA SANTA,Becky G,10/11/2019,"4,446",19.8,"189,969,086",54.0,"474,789,534","3,191,466",0,"601,436"
She Make It Clap,She Make It Clap,Soulja Boy,3/12/2021,"4,452",19.8,"87,813,373",51.0,"22,158,547","645,841",1,"571,513"
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,1/4/2020,"4,434",19.8,"173,193,166",60.0,"643,258,603","3,362,426",0,"259,241"
"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2/25/2022,"4,453",19.8,"148,262,734",61.0,"84,276,192","1,121,581",0,"768,965"
ýýýýýýýýýýýý,Kizuna No Kiseki,MAN WITH A MISSION,4/10/2023,"4,429",19.8,"98,476,020",65.0,"103,175,548","656,387",0,"404,281"
Hep Mi Ben,Hep Mi Ben,Ayaz Erdoï¿½ï,3/16/2022,"4,447",19.8,"57,174,683",52.0,"277,032,840","1,310,994",0,"1,826,014"
A LA ORDEN,A LA ORDEN - Single,Santa Fe Klan,5/23/2024,"4,437",19.8,"4,453,194",64.0,"9,104,356","198,623",1,"17,457"
Speechless (Full),Aladdin (Original Motion Picture Soundtrack),Naomi Scott,5/22/2019,"4,432",19.8,"304,588,030",63.0,"536,055,555","5,342,216",0,"661,261"
Big Gangsta,Big Gangsta,Kevin Gates,5/17/2019,"4,454",19.8,"199,248,929",56.0,"261,079,023","2,146,409",1,"1,423,575"
Renegades,Renegades,X Ambassadors,3/17/2015,"4,445",19.8,"785,571,181",70.0,"492,974,141","3,162,813",0,"9,672,381"
Mirror,Tha Carter IV (Japan Version),Lil Wayne,1/1/2011,"4,433",19.8,"531,877,344",69.0,"887,185,779","5,742,922",1,"3,832,905"
Loca - Remix,Loca [Bad Bunny Remix],KHEA,3/15/2018,"4,435",19.8,"376,842,137",62.0,"764,618,561","4,979,126",1,"641,737"
Cuando La Vida Sea Trago,Cuando La Vida Sea Trago,Carin Leon,4/11/2024,"4,444",19.8,"17,237,503",60.0,"16,792,844","122,453",1,"150,270"
Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix,6/15/2018,"4,443",19.8,"529,175,442",60.0,"352,484,517","2,091,823",0,"2,849,471"
Por Clave el 13,Seguimos Irremediables,Betillo Guerrero,2/7/2022,"4,440",19.8,"92,981,184",54.0,"104,515,384","562,370",1,"572,854"
Cena Engraï¿½ï¿½ada e Inusi,Cena Engraï¿½ï¿½ada e Inusi,HarmonicoHCO,12/19/2022,"4,493",19.7,"32,753",11.0,"154,648","2,260",0,"15,742"
Cold Heart (Claptone Remix),Cold Heart (Claptone Remix),Elton John,10/8/2021,"4,473",19.7,"39,941,762",52.0,"347,059,146","2,044,052",0,"613,098"
You should be sad,You should be sad,Halsey,11/8/2019,"4,490",19.7,"557,921,212",64.0,"61,717,959","619,110",1,"2,538,528"
Train Wreck,Back from the Edge,James Arthur,10/28/2016,"4,464",19.7,"803,983,295",72.0,"365,027,836","3,784,864",0,"3,541,704"
Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,2/25/2022,"4,479",19.7,"194,708,224",61.0,"20,154,009","183,170",0,"1,253,748"
"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",Jasleen Royal,8/5/2021,"4,478",19.7,"380,785,241",67.0,"236,863,842","1,710,700",0,"439,148"
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Fearless (Taylor's Version),Taylor Swift,4/9/2021,"4,458",19.7,"662,057,533",76.0,"55,391,583","447,166",0,"659,091"
Bounce Back,Bounce Back,Big Sean,10/31/2016,"4,465",19.7,"711,322,702",61.0,"25,097,411","287,379",1,"3,184,032"
Sing Me to Sleep,The RCA-List (Vol. 2),Alan Walker,1/1/2016,"4,481",19.7,"381,501,023",56.0,"933,353,581","7,640,646",0,"32,256"
Super Bass,Pink Friday,Nicki Minaj,1/1/2010,"4,469",19.7,"855,080,751",74.0,"1,308,913,092","7,034,253",1,"3,513,462"
Ex's & Oh's,Love Stuff (Japan Version),Elle King,1/1/2014,"4,466",19.7,"501,915,477",66.0,"317,068,971","2,821,803",0,"11,012,948"
Chorei na Vaquejada,Chorei na Vaquejada,Eric Land,4/14/2023,"4,462",19.7,"120,491,749",63.0,"118,976,231","658,718",0,"48,025"
Zarzour,Zarzour,Lartiste,6/22/2023,"4,457",19.7,"31,038,318",57.0,"100,634,134","570,025",1,"308,362"
Ella,Corridos Tumbados,Junior H,10/31/2019,"4,486",19.7,"404,073,512",69.0,"328,021,225","1,916,957",0,"1,254,798"
REPEAT IT,REPEAT IT,Lil Tecca,8/6/2021,"4,467",19.7,"176,048,317",54.0,"27,753,856","516,329",1,"298,734"
Teri Aankhon Mein,Teri Aankhon Mein,Darshan Raval,10/7/2020,"4,468",19.7,"68,139,013",54.0,"565,499,581","5,203,108",0,"107,558"
Way Back Home,Take,SHAUN,6/27/2018,"4,475",19.7,"211,581,810",63.0,"137,544,172","1,154,680",0,"1,277,487"
NDA,NDA,Billie Eilish,7/9/2021,"4,460",19.7,"333,792,226",70.0,"82,079,675","2,306,717",1,"1,758,003"
Casper,The Last Rocket,Takeoff,11/2/2018,"4,459",19.7,"234,838,690",63.0,"46,543,188","628,770",1,"687,210"
DANï¿½ï¿½A,DANï¿½ï¿½A,PEDRO SAMPAIO,2/1/2022,"4,471",19.7,"231,523,576",58.0,"173,364,125","1,394,374",0,"697,492"
Cumbia Buena,Cumbia Buena,Grupo la Cumbia,3/13/2020,"4,476",19.7,"35,324,338",55.0,"20,232,023","188,767",0,"785,161"
8 Raflaan (feat. Gurlez Akhtar),8 Raflaan (feat. Gurlez Akhtar),Mankirt Aulakh,3/23/2021,"4,477",19.7,"22,697,447",46.0,"289,466,687","2,021,002",0,"50,977"
DFMU,DFMU,Ella Mai,1/28/2022,"4,491",19.7,"59,929,910",56.0,"87,393,499","637,357",1,"810,803"
Slippery (feat. Gucci Mane),Culture,Migos,1/27/2017,"4,474",19.7,"599,318,070",61.0,"115,314,262","913,087",1,"2,694,476"
Woo Baby (feat. Chris Brown),Faith,Pop Smoke,7/16/2021,"4,482",19.7,"156,697,759",62.0,"59,647,655","736,873",1,"1,065,106"
Haegeum,D-DAY,Agust D,4/21/2023,"4,485",19.7,"285,039,741",75.0,"80,959,733","5,337,877",0,"187,778"
Sisa Rasa,Sisa Rasa,Mahalini,10/22/2021,"4,484",19.7,"277,051,326",36.0,"246,505,345","1,442,640",0,"104,366"
Mockingbird,Mockingbird,Tiï¿½ï¿,5/3/2024,"4,489",19.7,"14,349,985",75.0,"880,904","20,629",0,"86,982"
Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),Young T & Bugsey,11/7/2019,"4,492",19.7,"209,328,795",54.0,"176,353,020","1,757,636",1,"5,823,976"
The Heart Part 5,The Heart Part 5,Kendrick Lamar,5/8/2022,"4,470",19.7,"89,806,639",59.0,"55,825,164","2,131,185",1,"303,787"
A Ella,A Ella,KAROL G,5/5/2017,"4,456",19.7,"365,062,854",71.0,"893,949,453","3,847,991",0,"501,725"
Nachts wach,Nachts wach - Single,Miksu / Macloud,7/8/2022,"4,518",19.6,"128,484,709",62.0,"2,575,615","23,097",1,"281,240"
Superpowers,NEVER ENOUGH,Daniel Caesar,4/7/2023,"4,532",19.6,"112,162,450",72.0,"35,498,149","286,497",0,"194,158"
Who's Laughing Now,Who's Laughing Now,Ava Max,7/30/2020,"4,522",19.6,"218,674,366",57.0,"242,536,989","2,020,435",0,"2,245,711"
Smells Like Teen Spirit,Nevermind (30th Anniversary Edition Super Deluxe),Nirvana,9/24/1991,"4,510",19.6,"2,021,910,364",77.0,"348,081,676","4,710,499",0,"12,775,440"
2 Million Up,ONLY BUILT 4 DIAMOND LINKS,Peezy,8/12/2022,"4,503",19.6,"59,038,013",56.0,"67,576,838","510,771",1,"969,319"
In the morning,GUESS WHO,ITZY,4/30/2021,"4,499",19.6,"205,110,323",60.0,"371,693,639","6,571,826",0,"336,074"
Such a Whore (Stellular Remix),Such a Whore (Stellular Remix),JVLA,6/3/2020,"4,500",19.6,"231,981,539",61.0,"102,609,103","964,398",1,"7,621,062"
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Lamis Kan,7/27/2021,"4,525",19.6,"41,071,094",59.0,"332,271,837","2,651,163",0,"1,266,792"
quï¿½ï¿½ le pasa conm,quï¿½ï¿½ le pasa conm,Nicki Nicole,4/19/2023,"4,516",19.6,"162,085,685",71.0,"56,665,071","360,527",0,"175,082"
Medusa,Medusa,Jhay Cortez,2/5/2020,"4,514",19.6,"234,126,191",58.0,"409,564,436","2,500,771",1,"654,623"
SEJODIOTO,SEJODIOTO,KAROL G,9/21/2021,"4,533",19.6,"350,738,636",66.0,"154,323,126","1,697,768",1,"571,685"
ARRANCARMELO,ARRANCARMELO,WOS,4/6/2022,"4,504",19.6,"223,426,639",63.0,"135,822,239","1,770,582",0,"538,337"
Uno,Uno,Ambjaay,5/10/2019,"4,497",19.6,"128,411,645",47.0,"86,561,302","1,275,303",1,"1,227,296"
Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,1/1/2011,"4,530",19.6,"464,203,349",70.0,"192,327,944","1,072,108",0,"2,256,949"
The Greatest Show,The Greatest Show,Hugh Jackman,10/27/2017,"4,511",19.6,"552,343,934",65.0,"274,208,281","1,429,714",0,"1,947,292"
ýýýýýýýýýýýý (White Flag),ýýýýýýýýýýýý (White Flag) - Single,NONT TANONT,3/14/2024,"4,509",19.6,"9,084,361",62.0,"35,055,854","164,536",0,"12,059"
Stupid Love,Stupid Love,Lady Gaga,2/28/2020,"4,524",19.6,"377,746,254",62.0,"192,582,605","2,080,748",0,"1,998,557"
ATM,ATM - Single,Nemzzz,5/16/2024,"4,523",19.6,"6,184,259",67.0,"1,090,122","43,929",1,965
Di Que Si,Di Que Si,Grupo Marca Registrada,2/3/2023,"4,520",19.6,"278,308,556",61.0,"37,305,033","258,130",0,"693,344"
Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,8/30/2019,"4,496",19.6,"680,707,791",74.0,"48,297,331","611,115",1,"4,213,597"
